operator_code,fleet_prefix,model_name,across_record_id,listed_bus_count,source_url
KMB,AVBE,KMB Volvo B9TL(Enviro 500 Body) (AVBE),264,96,https://1005.idv.hk/index.php?page=11&p=264
KMB,AVBML,"KMB Volvo B8L (MCV Body) (AVBML,V6B)",405,31,https://1005.idv.hk/index.php?page=11&p=405
KMB,AVBW,KMB Volvo B9TL(Wright Gemini Body) (AVBW),263,64,https://1005.idv.hk/index.php?page=11&p=263
KMB,AVBWL,"KMB Volvo B8L 12m (Wright Body) (AVBWL,V6B,V6P)",390,212,https://1005.idv.hk/index.php?page=11&p=390
KMB,AVBWS,KMB Volvo B9TL 10.4m (2-axle) (AVBWS),313,1,https://1005.idv.hk/index.php?page=11&p=313
KMB,AVBWU,KMB Training Fleet,33,170,https://1005.idv.hk/index.php?page=11&p=33
KMB,AVBWU,KMB Volvo B9TL (Euro 5) Wright Body (AVBWU),307,797,https://1005.idv.hk/index.php?page=11&p=307
KMB,AVC,KMB Training Fleet,33,170,https://1005.idv.hk/index.php?page=11&p=33
KMB,AVC,KMB Volvo B7RLE (AVC),308,70,https://1005.idv.hk/index.php?page=11&p=308
KMB,AVD,KMB Volvo B9TL(Volgren Demo) (AVD),138,2,https://1005.idv.hk/index.php?page=11&p=138
KMB,AVG,KMB Volvo B9TL (Gemilang Body) (AVG),401,3,https://1005.idv.hk/index.php?page=11&p=401
KMB,AVW,KMB Volvo Super Olympian (Wright Explorer Body) (AVW),2,100,https://1005.idv.hk/index.php?page=11&p=2
KMB,AYM,KMB Youngman JNP6122UC (AYM),362,8,https://1005.idv.hk/index.php?page=11&p=362
KMB,AYT,KMB Yutong ZK6128HG1 (AYT),350,1,https://1005.idv.hk/index.php?page=11&p=350
KMB,BDE,"KMB BYD K9A/K9R (BDE,BE)",328,15,https://1005.idv.hk/index.php?page=11&p=328
KMB,BE,"KMB BYD K9A/K9R (BDE,BE)",328,15,https://1005.idv.hk/index.php?page=11&p=328
KMB,BEB,KMB BYD B12A (BEB),421,16,https://1005.idv.hk/index.php?page=11&p=421
KMB,BED,KMB BYD B12D (BED),427,42,https://1005.idv.hk/index.php?page=11&p=427
KMB,BL,KMB Leyland Olympian 9.7m/10.3m (BL),46,123,https://1005.idv.hk/index.php?page=11&p=46
KMB,BL,KMB Training Fleet,33,170,https://1005.idv.hk/index.php?page=11&p=33
KMB,CA,KMB Albion Viking EVK55CL (CA),236,100,https://1005.idv.hk/index.php?page=11&p=236
KMB,CB,KMB Bedford YRQ (CB),237,2,https://1005.idv.hk/index.php?page=11&p=237
KMB,D,KMB Daimler CVG5 (Daimler A) (D),127,150,https://1005.idv.hk/index.php?page=11&p=127
KMB,D,KMB Daimler CVG5DD (Daimler B) (D),128,110,https://1005.idv.hk/index.php?page=11&p=128
KMB,D,KMB Daimler CVG6-30 (Daimler C) (D),129,70,https://1005.idv.hk/index.php?page=11&p=129
KMB,D,KMB Daimler CVG6LX-30 (Daimler F) (D),132,115,https://1005.idv.hk/index.php?page=11&p=132
KMB,D,KMB Daimler CVG6LX-34 (Daimler D) (D),130,20,https://1005.idv.hk/index.php?page=11&p=130
KMB,D,KMB Daimler CVG6LX-34 (Daimler E) (D),131,200,https://1005.idv.hk/index.php?page=11&p=131
KMB,D,KMB Daimler Fleetline (D),133,450,https://1005.idv.hk/index.php?page=11&p=133
KMB,DM,KMB Dennis Dominator (DM),47,40,https://1005.idv.hk/index.php?page=11&p=47
KMB,E5L,"KMB Alexander Dennis Enviro 500 MMC 12.8m (3ATENU,E5L)",342,224,https://1005.idv.hk/index.php?page=11&p=342
KMB,E5T,"KMB Alexander Dennis Enviro 500 MMC 12m (ATENU,E5T)",331,876,https://1005.idv.hk/index.php?page=11&p=331
KMB,E6M,KMB ADL Enviro 500 MMC 11.3m (E6M),413,151,https://1005.idv.hk/index.php?page=11&p=413
KMB,E6T,KMB ADL Enviro 500 MMC 12m (Euro 6) (E6T),396,2,https://1005.idv.hk/index.php?page=11&p=396
KMB,E6X,KMB ADL Enviro 500 MMC 12.8m (Euro 6) (E6X),406,311,https://1005.idv.hk/index.php?page=11&p=406
KMB,FD,"KMB Dennis Falcon (AF,FD)",32,39,https://1005.idv.hk/index.php?page=11&p=32
KMB,G,KMB Guy Victory Mk J (G),182,4,https://1005.idv.hk/index.php?page=11&p=182
KMB,G,KMB Leyland Victory Mk II (G),183,541,https://1005.idv.hk/index.php?page=11&p=183
KMB,L,KMB Albion Chieftain (L),242,34,https://1005.idv.hk/index.php?page=11&p=242
KMB,L,KMB Albion Victor (L),125,195,https://1005.idv.hk/index.php?page=11&p=125
KMB,L,KMB Albion Viking (L),238,80,https://1005.idv.hk/index.php?page=11&p=238
KMB,L,KMB Albion Viking EVK41L (L),239,4,https://1005.idv.hk/index.php?page=11&p=239
KMB,M,KMB MCW Metrobus 9.7m (M),44,88,https://1005.idv.hk/index.php?page=11&p=44
KMB,M6EX,"KMB MAN A95 12.8m (M6EX,M6FX)",423,7,https://1005.idv.hk/index.php?page=11&p=423
KMB,M6FX,"KMB MAN A95 12.8m (M6EX,M6FX)",423,7,https://1005.idv.hk/index.php?page=11&p=423
KMB,ME,KMB Mercedes Benz O305 (ME),48,41,https://1005.idv.hk/index.php?page=11&p=48
KMB,N,KMB Dennis Jubilant (N),184,364,https://1005.idv.hk/index.php?page=11&p=184
KMB,S,KMB Seddon Pennine 4 (S),126,93,https://1005.idv.hk/index.php?page=11&p=126
KMB,S3BL,KMB Leyland Olympian 11m (S3BL),40,472,https://1005.idv.hk/index.php?page=11&p=40
KMB,S3BL,KMB Training Fleet,33,170,https://1005.idv.hk/index.php?page=11&p=33
KMB,S3M,KMB MCW Metrobus 11m (S3M),41,255,https://1005.idv.hk/index.php?page=11&p=41
KMB,S3N,KMB Dennis Dragon 11m (S3N),42,372,https://1005.idv.hk/index.php?page=11&p=42
KMB,S3V,KMB Volvo Olympian 11m (S3V),43,30,https://1005.idv.hk/index.php?page=11&p=43
KMB,TW,"KMB Alexander Dennis Enviro 500 MMC 12m (New Facelift) (ATENU,TW)",366,850,https://1005.idv.hk/index.php?page=11&p=366
KMB,V6B,"KMB Volvo B8L (MCV Body) (AVBML,V6B)",405,31,https://1005.idv.hk/index.php?page=11&p=405
KMB,V6B,"KMB Volvo B8L 12m (Wright Body) (AVBWL,V6B,V6P)",390,212,https://1005.idv.hk/index.php?page=11&p=390
KMB,V6P,"KMB Volvo B8L 12m (Wright Body) (AVBWL,V6B,V6P)",390,212,https://1005.idv.hk/index.php?page=11&p=390
KMB,V6PX,"KMB Volvo B8L 12.8m (V6PX,V6X)",414,184,https://1005.idv.hk/index.php?page=11&p=414
KMB,V6X,"KMB Volvo B8L 12.8m (V6PX,V6X)",414,184,https://1005.idv.hk/index.php?page=11&p=414
KMB,VMD,KMB Volvo B10MD (VMD),210,1,https://1005.idv.hk/index.php?page=11&p=210
KMB,W6S,KMB Wrightbus StreetDeck (W6S),407,1,https://1005.idv.hk/index.php?page=11&p=407
LWB,,LWB ADL Enviro 500 MMC (95),336,47,https://1005.idv.hk/index.php?page=11&p=336
LWB,,"LWB ADL Enviro 500 MMC Coach Version (55,65)",356,81,https://1005.idv.hk/index.php?page=11&p=356
LWB,,"LWB Alexander Dennis Enviro 500 (Coach Version) (6,64)",269,3,https://1005.idv.hk/index.php?page=11&p=269
LWB,,LWB Alexander Dennis Enviro 500 12.8m (25),393,10,https://1005.idv.hk/index.php?page=11&p=393
LWB,,LWB Alexander Dennis Enviro 500 12.8m Coach (15),380,51,https://1005.idv.hk/index.php?page=11&p=380
LWB,,LWB Dennis Lance (9),114,10,https://1005.idv.hk/index.php?page=11&p=114
LWB,,"LWB Dennis Trident 12m (ALX Body) (1,2)",111,125,https://1005.idv.hk/index.php?page=11&p=111
LWB,,LWB Dennis Trident 12m Coach (ALX Body) (5),113,25,https://1005.idv.hk/index.php?page=11&p=113
LWB,,LWB Volvo B9TL Coach (4),76,1,https://1005.idv.hk/index.php?page=11&p=76
LWB,AE6X,LWB ADL Enviro 500 MMC Coach (Euro 6) (AE6X),437,20,https://1005.idv.hk/index.php?page=11&p=437
LWB,ATEU,"LWB Alexander Dennis Enviro 500 (8,84)",266,78,https://1005.idv.hk/index.php?page=11&p=266
LWB,ATR,LWB Dennis Trident 12m (Duple Metsec Body) (3),112,4,https://1005.idv.hk/index.php?page=11&p=112
LWB,AV6B,LWB Volvo B8L 12m Coach (AV6B),443,10,https://1005.idv.hk/index.php?page=11&p=443
LWB,AV6X,LWB Volvo B8L 12.8m Coach (AV6X),435,3,https://1005.idv.hk/index.php?page=11&p=435
LWB,AVBE,LWB Volvo B9TL (7),81,18,https://1005.idv.hk/index.php?page=11&p=81
LWB,LW,LWB Volvo Olympian 12m (LW),9,10,https://1005.idv.hk/index.php?page=11&p=9
LWB,SE,LWB BYD K9R (SE),389,4,https://1005.idv.hk/index.php?page=11&p=389
LWB,UE6X,LWB ADL Enviro 500 MMC 12.8m (Euro 6) (UE6X),416,90,https://1005.idv.hk/index.php?page=11&p=416
LWB,UV6X,LWB Volvo B8L 12.8m (UV6X),417,75,https://1005.idv.hk/index.php?page=11&p=417
MTR,,MTR Alexander Dennis Enviro 200 Dart (9),291,11,https://1005.idv.hk/index.php?page=11&p=291
MTR,,MTR Alexander Dennis Enviro 500 11.3m (8),323,9,https://1005.idv.hk/index.php?page=11&p=323
MTR,,MTR Alexander Dennis Enviro 500 12m (8),278,24,https://1005.idv.hk/index.php?page=11&p=278
MTR,,MTR Alexander Dennis Enviro 500 MMC 11.3m (5),334,47,https://1005.idv.hk/index.php?page=11&p=334
MTR,,MTR Alexander Dennis Enviro 500 MMC 12m,418,3,https://1005.idv.hk/index.php?page=11&p=418
MTR,,MTR Dennis Dart (5),282,3,https://1005.idv.hk/index.php?page=11&p=282
MTR,,MTR Dennis Trident (2nd hand) (7),284,47,https://1005.idv.hk/index.php?page=11&p=284
MTR,,MTR Dennis Trident 11.3m (6),283,28,https://1005.idv.hk/index.php?page=11&p=283
MTR,,MTR Enviro 400 (1),321,11,https://1005.idv.hk/index.php?page=11&p=321
MTR,,MTR Leyland Olympian 11m (2),279,24,https://1005.idv.hk/index.php?page=11&p=279
MTR,,MTR Mitsubishi Mk218 (3),281,11,https://1005.idv.hk/index.php?page=11&p=281
MTR,,MTR Volvo B10M (4),285,15,https://1005.idv.hk/index.php?page=11&p=285
MTR,,MTR Volvo B9TL (3),375,68,https://1005.idv.hk/index.php?page=11&p=375
MTR,,MTR Volvo Olympian 11m (2),280,15,https://1005.idv.hk/index.php?page=11&p=280
MTR,Z,MTR ADL E500EV (Z),434,34,https://1005.idv.hk/index.php?page=11&p=434
NHKB,,NHKB Dennis Dart,106,11,https://1005.idv.hk/index.php?page=11&p=106
NHKB,,NHKB Hino Coach,265,0,https://1005.idv.hk/index.php?page=11&p=265
NHKB,,NHKB MAN 18.320,315,9,https://1005.idv.hk/index.php?page=11&p=315
NHKB,,NHKB MAN NL-263,105,14,https://1005.idv.hk/index.php?page=11&p=105
NHKB,,NHKB MAN NL323,330,20,https://1005.idv.hk/index.php?page=11&p=330
NHKB,,NHKB Scania L94UB,107,3,https://1005.idv.hk/index.php?page=11&p=107
NHKB,,NHKB Volvo B7RLE,108,12,https://1005.idv.hk/index.php?page=11&p=108
NLB,,NLB Benz Bus Fleet (BENZ),203,1,https://1005.idv.hk/index.php?page=11&p=203
NLB,,NLB Commer KCB3023,234,3,https://1005.idv.hk/index.php?page=11&p=234
NLB,,NLB MAN 24.350,261,1,https://1005.idv.hk/index.php?page=11&p=261
NLB,,NLB Volvo B8L 12m,449,18,https://1005.idv.hk/index.php?page=11&p=449
NLB,AD,NLB ADL Enviro 400 (AD),400,14,https://1005.idv.hk/index.php?page=11&p=400
NLB,BE,NLB BYD K9,397,5,https://1005.idv.hk/index.php?page=11&p=397
NLB,DLS,NLB Dodge RGI5 (DLS),232,11,https://1005.idv.hk/index.php?page=11&p=232
NLB,DN,NLB Dennis Dart SLF (DN),204,3,https://1005.idv.hk/index.php?page=11&p=204
NLB,DN,NLB Dennis Trident 12m (DN),338,2,https://1005.idv.hk/index.php?page=11&p=338
NLB,DSS,NLB Dodge KC40 (DSS),233,3,https://1005.idv.hk/index.php?page=11&p=233
NLB,ILS,NLB ISUZU JCR460 (ILS),202,5,https://1005.idv.hk/index.php?page=11&p=202
NLB,ILS,NLB ISUZU LT132L (ILS),271,46,https://1005.idv.hk/index.php?page=11&p=271
NLB,ILS,NLB ISUZU LT133L (ILS),272,10,https://1005.idv.hk/index.php?page=11&p=272
NLB,ILS,NLB ISUZU LV423R (ILS),273,9,https://1005.idv.hk/index.php?page=11&p=273
NLB,ILS,"NLB ISUZU MT112K, MT112L (ILS)",270,69,https://1005.idv.hk/index.php?page=11&p=270
NLB,LD,NLB Leyland Victory Mk II (LD),208,15,https://1005.idv.hk/index.php?page=11&p=208
NLB,MD,"NLB MAN A95 (MD,MDR)",370,44,https://1005.idv.hk/index.php?page=11&p=370
NLB,MDR,"NLB MAN A95 (MD,MDR)",370,44,https://1005.idv.hk/index.php?page=11&p=370
NLB,MDRS,NLB MAN A95 11.7m (MDRS),426,11,https://1005.idv.hk/index.php?page=11&p=426
NLB,MG,NLB MAN RR8 (MN),430,20,https://1005.idv.hk/index.php?page=11&p=430
NLB,MN,NLB MAN 18.310 (MN),70,49,https://1005.idv.hk/index.php?page=11&p=70
NLB,MN,NLB MAN LE 19.320 (MN),365,4,https://1005.idv.hk/index.php?page=11&p=365
NLB,MN,NLB MAN NL-262 (MN),262,5,https://1005.idv.hk/index.php?page=11&p=262
NLB,MN,NLB MAN NL-263 (MN),205,9,https://1005.idv.hk/index.php?page=11&p=205
NLB,MN,NLB MAN NL-273 (MN),286,10,https://1005.idv.hk/index.php?page=11&p=286
NLB,MN,NLB MAN R33 (MN),387,7,https://1005.idv.hk/index.php?page=11&p=387
NLB,MN,NLB MAN RR2 (MN),431,2,https://1005.idv.hk/index.php?page=11&p=431
NLB,MN,NLB MAN RR8 (MN),430,20,https://1005.idv.hk/index.php?page=11&p=430
NLB,MN,NLB Man A91 (MN),60,35,https://1005.idv.hk/index.php?page=11&p=60
NLB,MS,NLB Mitsubishi Rosa BE437F (MS),289,3,https://1005.idv.hk/index.php?page=11&p=289
NLB,MS,NLB Mitsubishi Rosa BE439F (MS),206,4,https://1005.idv.hk/index.php?page=11&p=206
NLB,MS,NLB Mitsubishi Rosa BE649J (MS),290,9,https://1005.idv.hk/index.php?page=11&p=290
NLB,TCM,"NLB Toyota Coaster (TCM,TY)",207,6,https://1005.idv.hk/index.php?page=11&p=207
NLB,TY,"NLB Toyota Coaster (TCM,TY)",207,6,https://1005.idv.hk/index.php?page=11&p=207
NLB,VL,NLB Volvo B6LE (VL),276,6,https://1005.idv.hk/index.php?page=11&p=276
NLB,YM,NLB YoungMan JNP6122GR1 (YM),310,24,https://1005.idv.hk/index.php?page=11&p=310
NWFB,,NWFB ADL Enviro 200 MMC (25),394,5,https://1005.idv.hk/index.php?page=11&p=394
NWFB,,"NWFB ADL Enviro 400 10.4m (315,38)",386,140,https://1005.idv.hk/index.php?page=11&p=386
NWFB,,"NWFB ADL Enviro 500 MMC 12.8m (61,611,612,62)",384,152,https://1005.idv.hk/index.php?page=11&p=384
NWFB,,NWFB Alexander Dennis Enviro 500 11.3m (40),299,77,https://1005.idv.hk/index.php?page=11&p=299
NWFB,,"NWFB Alexander Dennis Enviro 500 12m (2,55,599)",287,136,https://1005.idv.hk/index.php?page=11&p=287
NWFB,,NWFB Alexander Dennis Enviro 500 Hybrid (56),348,1,https://1005.idv.hk/index.php?page=11&p=348
NWFB,,"NWFB Alexander Dennis Enviro 500 MMC 11.3m (40,499,8)",337,100,https://1005.idv.hk/index.php?page=11&p=337
NWFB,,"NWFB Alexander Dennis Enviro 500 MMC 12m (55,56,57,58)",351,498,https://1005.idv.hk/index.php?page=11&p=351
NWFB,,NWFB BYD K9R (20),371,2,https://1005.idv.hk/index.php?page=11&p=371
NWFB,,NWFB Dennis Dart SLF 10.1m (20),6,34,https://1005.idv.hk/index.php?page=11&p=6
NWFB,,NWFB Dennis Dart SLF 10.7m (20),5,42,https://1005.idv.hk/index.php?page=11&p=5
NWFB,,NWFB Dennis Trident (Duple Metsec Body) (30),49,66,https://1005.idv.hk/index.php?page=11&p=49
NWFB,,NWFB Dennis Trident 10.3m (33),50,63,https://1005.idv.hk/index.php?page=11&p=50
NWFB,,NWFB Dennis Trident 10.6m (16),15,64,https://1005.idv.hk/index.php?page=11&p=15
NWFB,,NWFB Dennis Trident 10.6m (Duple Metsec Body) (36),16,2,https://1005.idv.hk/index.php?page=11&p=16
NWFB,,NWFB Dennis Trident 11.3m (14),14,37,https://1005.idv.hk/index.php?page=11&p=14
NWFB,,"NWFB Dennis Trident 12m (10,11)",13,204,https://1005.idv.hk/index.php?page=11&p=13
NWFB,,NWFB Dennis Trident 12m (Euro III) (12),12,21,https://1005.idv.hk/index.php?page=11&p=12
NWFB,,NWFB MAN A95 12.8m (60),377,3,https://1005.idv.hk/index.php?page=11&p=377
NWFB,,NWFB Neoplan Centroliner (60),17,34,https://1005.idv.hk/index.php?page=11&p=17
NWFB,,"NWFB Volvo B8L (52,521,88)",409,19,https://1005.idv.hk/index.php?page=11&p=409
NWFB,,NWFB Volvo B9TL 11.3m (45),358,55,https://1005.idv.hk/index.php?page=11&p=358
NWFB,,NWFB Volvo B9TL 12m (52),382,70,https://1005.idv.hk/index.php?page=11&p=382
NWFB,,NWFB Volvo Super Olympian 12m (50),51,108,https://1005.idv.hk/index.php?page=11&p=51
NWFB,,NWFB Yixing Great Dragon SDL6120EVG (20),379,2,https://1005.idv.hk/index.php?page=11&p=379
NWFB,,NWFB Youngman JNP6120 (26),359,8,https://1005.idv.hk/index.php?page=11&p=359
NWFB,DA,NWFB Dennis Condor/ Dragon (DA),52,101,https://1005.idv.hk/index.php?page=11&p=52
NWFB,DC,NWFB Dennis Dart (DC),55,22,https://1005.idv.hk/index.php?page=11&p=55
NWFB,DL,NWFB Dennis Condor 12m (DL),119,48,https://1005.idv.hk/index.php?page=11&p=119
NWFB,DM,NWFB Dennis Condor 11m (DM),56,29,https://1005.idv.hk/index.php?page=11&p=56
NWFB,DS,NWFB Dennis Jubilant (DS),120,29,https://1005.idv.hk/index.php?page=11&p=120
NWFB,LA,NWFB Leyland Olympian 11m (A/C) (LA),53,25,https://1005.idv.hk/index.php?page=11&p=53
NWFB,LF,NWFB Daimler/ Leyland Fleetline (LF),122,72,https://1005.idv.hk/index.php?page=11&p=122
NWFB,LM,NWFB Leyland Olympian 11m (LM),121,10,https://1005.idv.hk/index.php?page=11&p=121
NWFB,LV,NWFB Leyland Victory II (LV),124,164,https://1005.idv.hk/index.php?page=11&p=124
NWFB,MB,NWFB MCW Metrobus 11m (MB),117,40,https://1005.idv.hk/index.php?page=11&p=117
NWFB,MC,NWFB MCW Metrobus 9.7m (MC),57,10,https://1005.idv.hk/index.php?page=11&p=57
NWFB,ML,NWFB MCW Metrobus 12m (ML),118,84,https://1005.idv.hk/index.php?page=11&p=118
NWFB,SF,NWFB Leyland Fleetline (SF),123,29,https://1005.idv.hk/index.php?page=11&p=123
NWFB,T,NWFB Training Fleet (T1),243,8,https://1005.idv.hk/index.php?page=11&p=243
NWFB,VA,NWFB Volvo Olympian 11m / 12m (VA),54,78,https://1005.idv.hk/index.php?page=11&p=54
NWS,T,NWS Training Fleet (T),314,41,https://1005.idv.hk/index.php?page=11&p=314
PITCL,,PITCL ADL Enviro 200 Dart,376,9,https://1005.idv.hk/index.php?page=11&p=376
PITCL,,PITCL Alexander Dennis Enviro 500 (Euro V),447,5,https://1005.idv.hk/index.php?page=11&p=447
PITCL,,PITCL Alexander Dennis Super Pointer Dart (Coach Version),275,3,https://1005.idv.hk/index.php?page=11&p=275
PITCL,,PITCL BYD CK6120LLEV,425,2,https://1005.idv.hk/index.php?page=11&p=425
PITCL,,PITCL CRRC TEG6125EUBEV01,441,2,https://1005.idv.hk/index.php?page=11&p=441
PITCL,,PITCL Dennis Dart SLF (1),109,7,https://1005.idv.hk/index.php?page=11&p=109
PITCL,,PITCL Designline Olymbus,110,3,https://1005.idv.hk/index.php?page=11&p=110
PITCL,,PITCL Guangtong GTK6129BEVB,446,1,https://1005.idv.hk/index.php?page=11&p=446
PITCL,,PITCL Higer KLQ6119,422,1,https://1005.idv.hk/index.php?page=11&p=422
PITCL,,PITCL Isuzu LT133L,302,1,https://1005.idv.hk/index.php?page=11&p=302
PITCL,,PITCL Isuzu LT134P (9),325,1,https://1005.idv.hk/index.php?page=11&p=325
PITCL,,PITCL Kinglong XMQ6127 (9),327,1,https://1005.idv.hk/index.php?page=11&p=327
PITCL,,PITCL Kinglong XMQ6803H,412,2,https://1005.idv.hk/index.php?page=11&p=412
PITCL,,PITCL Lion Bus LBC6101,301,4,https://1005.idv.hk/index.php?page=11&p=301
PITCL,,PITCL MAN NL323,341,2,https://1005.idv.hk/index.php?page=11&p=341
PITCL,,PITCL MAN RR8,428,4,https://1005.idv.hk/index.php?page=11&p=428
PITCL,,PITCL Man A51 (9),332,1,https://1005.idv.hk/index.php?page=11&p=332
PITCL,,PITCL Scania K94IB 4x2,369,1,https://1005.idv.hk/index.php?page=11&p=369
PITCL,,PITCL Sunlong SLK6102,372,1,https://1005.idv.hk/index.php?page=11&p=372
PITCL,,PITCL Sunlong SLK6102,436,1,https://1005.idv.hk/index.php?page=11&p=436
PITCL,,PITCL Sunlong SLK6112,368,5,https://1005.idv.hk/index.php?page=11&p=368
PITCL,,PITCL Toyota Coaster,219,4,https://1005.idv.hk/index.php?page=11&p=219
PITCL,,PITCL TransBus Super Pointer Dart (1),198,10,https://1005.idv.hk/index.php?page=11&p=198
PITCL,,PITCL Volvo B7RLE,440,2,https://1005.idv.hk/index.php?page=11&p=440
PITCL,,PITCL YoungMan JNP6122GR2 (3),311,8,https://1005.idv.hk/index.php?page=11&p=311
PITCL,,PITCL Yutong ZK6100H (9),324,3,https://1005.idv.hk/index.php?page=11&p=324
PITCL,,PITCL Yutong ZK6119HC (9),326,2,https://1005.idv.hk/index.php?page=11&p=326
Reserved,,Reserved,79,0,https://1005.idv.hk/index.php?page=11&p=79
Shandong,DBAY,Shandong Yixing Great Dragon SDL6120EVG,347,2,https://1005.idv.hk/index.php?page=11&p=347
Stagecoach,,Stagecoach Volvo Olympian,218,6,https://1005.idv.hk/index.php?page=11&p=218
Stagecoach,3L,Stagecoach Volvo B10M,217,5,https://1005.idv.hk/index.php?page=11&p=217
Stagecoach,4L,Stagecoach Volvo B10M,217,5,https://1005.idv.hk/index.php?page=11&p=217
Stagecoach,5L,Stagecoach Volvo B10M,217,5,https://1005.idv.hk/index.php?page=11&p=217
Sun,,Sun Bus Dennis Trident 12m,373,5,https://1005.idv.hk/index.php?page=11&p=373
Sun,,Sun Bus MAN NL323 (Borrow from NHKB),411,7,https://1005.idv.hk/index.php?page=11&p=411
Sun,,Sun Bus Neoplan Centroliner,410,2,https://1005.idv.hk/index.php?page=11&p=410
Sun,,Sun Bus Wright Streetdeck,415,5,https://1005.idv.hk/index.php?page=11&p=415
SunBus,,SunBus Volvo B7RLE,433,6,https://1005.idv.hk/index.php?page=11&p=433
Weisheit,,Weisheit VV12HR,429,2,https://1005.idv.hk/index.php?page=11&p=429
Weisheit,,Weisheit WSD6121BR1EV,420,3,https://1005.idv.hk/index.php?page=11&p=420
XXX,,XXX,74,0,https://1005.idv.hk/index.php?page=11&p=74
