operator_code,across_record_id,model_name,fleet_prefix,source_url
CMB,156,CMB Leyland Atlantean (HA),HA,https://1005.idv.hk/index.php?page=11&p=156
CMB,157,CMB Leyland Titan (PD),PD,https://1005.idv.hk/index.php?page=11&p=157
CMB,158,CMB Leyland Titan (PD5),PD,https://1005.idv.hk/index.php?page=11&p=158
CMB,159,CMB Leyland Titan (APD),APD,https://1005.idv.hk/index.php?page=11&p=159
CMB,160,CMB MCW Metropolitan (MS),MS,https://1005.idv.hk/index.php?page=11&p=160
CMB,161,CMB Ailsa Volvo B55 (AV),AV,https://1005.idv.hk/index.php?page=11&p=161
CMB,162,CMB Guy Arab V (LX),LX,https://1005.idv.hk/index.php?page=11&p=162
CMB,163,CMB Guy Arab V (M),M,https://1005.idv.hk/index.php?page=11&p=163
CMB,164,CMB Guy Arab V (S),S,https://1005.idv.hk/index.php?page=11&p=164
CMB,165,CMB Guy Arab V (LS),LS,https://1005.idv.hk/index.php?page=11&p=165
CMB,166,CMB MCW Metrorider (CM),CM,https://1005.idv.hk/index.php?page=11&p=166
CMB,167,CMB Albion Viking (AM),AM,https://1005.idv.hk/index.php?page=11&p=167
CMB,168,CMB Seddon Minibus (SM),SM,https://1005.idv.hk/index.php?page=11&p=168
CMB,169,CMB Guy Arab V (LW),LW,https://1005.idv.hk/index.php?page=11&p=169
CMB,170,CMB Dennis Loline V (LW),LW,https://1005.idv.hk/index.php?page=11&p=170
CMB,171,CMB Guy Arab UF (6),,https://1005.idv.hk/index.php?page=11&p=171
CMB,172,CMB Guy Arab IV (LW),LW,https://1005.idv.hk/index.php?page=11&p=172
CMB,173,CMB Guy Arab V (Short Wheelbase) (7),,https://1005.idv.hk/index.php?page=11&p=173
CMB,174,CMB Volvo B6LE (VC),VC,https://1005.idv.hk/index.php?page=11&p=174
CMB,175,CMB Dennis Dart (Marshall Body) (CX),CX,https://1005.idv.hk/index.php?page=11&p=175
CMB,176,CMB Dennis Condor (Air-cond.) (DA),DA,https://1005.idv.hk/index.php?page=11&p=176
CMB,177,CMB Leyland Olympian 11m (Air-cond.) (LA),LA,https://1005.idv.hk/index.php?page=11&p=177
CMB,178,CMB Volvo Olympian 11m (Air-cond.) (VA),VA,https://1005.idv.hk/index.php?page=11&p=178
CMB,179,CMB Dennis Dart (Carlyle Body) (DC),DC,https://1005.idv.hk/index.php?page=11&p=179
CMB,180,CMB Dennis Condor 11m (DM),DM,https://1005.idv.hk/index.php?page=11&p=180
CMB,181,CMB MCW Metrobus 9.7m (MC),MC,https://1005.idv.hk/index.php?page=11&p=181
NWFB,5,NWFB Dennis Dart SLF 10.7m (20),,https://1005.idv.hk/index.php?page=11&p=5
NWFB,6,NWFB Dennis Dart SLF 10.1m (20),,https://1005.idv.hk/index.php?page=11&p=6
NWFB,12,NWFB Dennis Trident 12m (Euro III) (12),,https://1005.idv.hk/index.php?page=11&p=12
NWFB,13,"NWFB Dennis Trident 12m (10,11)",,https://1005.idv.hk/index.php?page=11&p=13
NWFB,14,NWFB Dennis Trident 11.3m (14),,https://1005.idv.hk/index.php?page=11&p=14
NWFB,15,NWFB Dennis Trident 10.6m (16),,https://1005.idv.hk/index.php?page=11&p=15
NWFB,16,NWFB Dennis Trident 10.6m (Duple Metsec Body) (36),,https://1005.idv.hk/index.php?page=11&p=16
NWFB,17,NWFB Neoplan Centroliner (60),,https://1005.idv.hk/index.php?page=11&p=17
NWFB,57,NWFB MCW Metrobus 9.7m (MC),MC,https://1005.idv.hk/index.php?page=11&p=57
NWFB,49,NWFB Dennis Trident (Duple Metsec Body) (30),,https://1005.idv.hk/index.php?page=11&p=49
NWFB,50,NWFB Dennis Trident 10.3m (33),,https://1005.idv.hk/index.php?page=11&p=50
NWFB,51,NWFB Volvo Super Olympian 12m (50),,https://1005.idv.hk/index.php?page=11&p=51
NWFB,52,NWFB Dennis Condor/ Dragon (DA),DA,https://1005.idv.hk/index.php?page=11&p=52
NWFB,53,NWFB Leyland Olympian 11m (A/C) (LA),LA,https://1005.idv.hk/index.php?page=11&p=53
NWFB,54,NWFB Volvo Olympian 11m / 12m (VA),VA,https://1005.idv.hk/index.php?page=11&p=54
NWFB,55,NWFB Dennis Dart (DC),DC,https://1005.idv.hk/index.php?page=11&p=55
NWFB,56,NWFB Dennis Condor 11m (DM),DM,https://1005.idv.hk/index.php?page=11&p=56
NWFB,117,NWFB MCW Metrobus 11m (MB),MB,https://1005.idv.hk/index.php?page=11&p=117
NWFB,118,NWFB MCW Metrobus 12m (ML),ML,https://1005.idv.hk/index.php?page=11&p=118
NWFB,119,NWFB Dennis Condor 12m (DL),DL,https://1005.idv.hk/index.php?page=11&p=119
NWFB,120,NWFB Dennis Jubilant (DS),DS,https://1005.idv.hk/index.php?page=11&p=120
NWFB,121,NWFB Leyland Olympian 11m (LM),LM,https://1005.idv.hk/index.php?page=11&p=121
NWFB,122,NWFB Daimler/ Leyland Fleetline (LF),LF,https://1005.idv.hk/index.php?page=11&p=122
NWFB,123,NWFB Leyland Fleetline (SF),SF,https://1005.idv.hk/index.php?page=11&p=123
NWFB,124,NWFB Leyland Victory II (LV),LV,https://1005.idv.hk/index.php?page=11&p=124
NWFB,243,NWFB Training Fleet (T1),T,https://1005.idv.hk/index.php?page=11&p=243
NWFB,287,"NWFB Alexander Dennis Enviro 500 12m (2,55,599)",,https://1005.idv.hk/index.php?page=11&p=287
NWFB,299,NWFB Alexander Dennis Enviro 500 11.3m (40),,https://1005.idv.hk/index.php?page=11&p=299
NWFB,337,"NWFB Alexander Dennis Enviro 500 MMC 11.3m (40,499,8)",,https://1005.idv.hk/index.php?page=11&p=337
NWFB,348,NWFB Alexander Dennis Enviro 500 Hybrid (56),,https://1005.idv.hk/index.php?page=11&p=348
NWFB,351,"NWFB Alexander Dennis Enviro 500 MMC 12m (55,56,57,58)",,https://1005.idv.hk/index.php?page=11&p=351
NWFB,358,NWFB Volvo B9TL 11.3m (45),,https://1005.idv.hk/index.php?page=11&p=358
NWFB,359,NWFB Youngman JNP6120 (26),,https://1005.idv.hk/index.php?page=11&p=359
NWFB,371,NWFB BYD K9R (20),,https://1005.idv.hk/index.php?page=11&p=371
NWFB,377,NWFB MAN A95 12.8m (60),,https://1005.idv.hk/index.php?page=11&p=377
NWFB,379,NWFB Yixing Great Dragon SDL6120EVG (20),,https://1005.idv.hk/index.php?page=11&p=379
NWFB,382,NWFB Volvo B9TL 12m (52),,https://1005.idv.hk/index.php?page=11&p=382
NWFB,384,"NWFB ADL Enviro 500 MMC 12.8m (61,611,612,62)",,https://1005.idv.hk/index.php?page=11&p=384
NWFB,386,"NWFB ADL Enviro 400 10.4m (315,38)",,https://1005.idv.hk/index.php?page=11&p=386
NWFB,394,NWFB ADL Enviro 200 MMC (25),,https://1005.idv.hk/index.php?page=11&p=394
NWFB,409,"NWFB Volvo B8L (52,521,88)",,https://1005.idv.hk/index.php?page=11&p=409
PITCL,109,PITCL Dennis Dart SLF (1),,https://1005.idv.hk/index.php?page=11&p=109
PITCL,110,PITCL Designline Olymbus,,https://1005.idv.hk/index.php?page=11&p=110
PITCL,198,PITCL TransBus Super Pointer Dart (1),,https://1005.idv.hk/index.php?page=11&p=198
PITCL,219,PITCL Toyota Coaster,,https://1005.idv.hk/index.php?page=11&p=219
PITCL,275,PITCL Alexander Dennis Super Pointer Dart (Coach Version),,https://1005.idv.hk/index.php?page=11&p=275
PITCL,301,PITCL Lion Bus LBC6101,,https://1005.idv.hk/index.php?page=11&p=301
PITCL,302,PITCL Isuzu LT133L,,https://1005.idv.hk/index.php?page=11&p=302
PITCL,311,PITCL YoungMan JNP6122GR2 (3),,https://1005.idv.hk/index.php?page=11&p=311
PITCL,324,PITCL Yutong ZK6100H (9),,https://1005.idv.hk/index.php?page=11&p=324
PITCL,325,PITCL Isuzu LT134P (9),,https://1005.idv.hk/index.php?page=11&p=325
PITCL,326,PITCL Yutong ZK6119HC (9),,https://1005.idv.hk/index.php?page=11&p=326
PITCL,327,PITCL Kinglong XMQ6127 (9),,https://1005.idv.hk/index.php?page=11&p=327
PITCL,332,PITCL Man A51 (9),,https://1005.idv.hk/index.php?page=11&p=332
PITCL,341,PITCL MAN NL323,,https://1005.idv.hk/index.php?page=11&p=341
PITCL,368,PITCL Sunlong SLK6112,,https://1005.idv.hk/index.php?page=11&p=368
PITCL,369,PITCL Scania K94IB 4x2,,https://1005.idv.hk/index.php?page=11&p=369
PITCL,372,PITCL Sunlong SLK6102,,https://1005.idv.hk/index.php?page=11&p=372
PITCL,376,PITCL ADL Enviro 200 Dart,,https://1005.idv.hk/index.php?page=11&p=376
PITCL,412,PITCL Kinglong XMQ6803H,,https://1005.idv.hk/index.php?page=11&p=412
PITCL,422,PITCL Higer KLQ6119,,https://1005.idv.hk/index.php?page=11&p=422
PITCL,425,PITCL BYD CK6120LLEV,,https://1005.idv.hk/index.php?page=11&p=425
PITCL,428,PITCL MAN RR8,,https://1005.idv.hk/index.php?page=11&p=428
NLB,430,NLB MAN RR8 (MN),MN|MG,https://1005.idv.hk/index.php?page=11&p=430
NLB,431,NLB MAN RR2 (MN),MN,https://1005.idv.hk/index.php?page=11&p=431
PITCL,436,PITCL Sunlong SLK6102,,https://1005.idv.hk/index.php?page=11&p=436
PITCL,441,PITCL CRRC TEG6125EUBEV01,,https://1005.idv.hk/index.php?page=11&p=441
PITCL,446,PITCL Guangtong GTK6129BEVB,,https://1005.idv.hk/index.php?page=11&p=446
PITCL,447,PITCL Alexander Dennis Enviro 500 (Euro V),,https://1005.idv.hk/index.php?page=11&p=447
KCRC,99,KCRC Mitsubishi MP618N (3),,https://1005.idv.hk/index.php?page=11&p=99
KCRC,100,KCRC Mitsubishi BM117L (3),,https://1005.idv.hk/index.php?page=11&p=100
KCRC,102,KCRC Dennis Dart (5),,https://1005.idv.hk/index.php?page=11&p=102
KCRC,95,KCRC MCW Metrobus 9.7m (1),,https://1005.idv.hk/index.php?page=11&p=95
KCRC,96,KCRC Leyland Olympian 11m (2),,https://1005.idv.hk/index.php?page=11&p=96
KCRC,97,KCRC Volvo Olympian 11m (2),,https://1005.idv.hk/index.php?page=11&p=97
KCRC,98,KCRC Mitsubishi Mk218 (3),,https://1005.idv.hk/index.php?page=11&p=98
KCRC,101,KCRC Volvo B10M (4),,https://1005.idv.hk/index.php?page=11&p=101
KCRC,103,KCRC Dennis Trident 11.3m (6),,https://1005.idv.hk/index.php?page=11&p=103
KCRC,104,KCRC Temporary Bus Fleet (K),K,https://1005.idv.hk/index.php?page=11&p=104
KCRC,235,KCRC Dennis Trident 10.6m (7),,https://1005.idv.hk/index.php?page=11&p=235
KCRC,259,KCRC Toyota Coaster (1),,https://1005.idv.hk/index.php?page=11&p=259
KCRC,260,KCRC Mitsubishi Rosa (1),,https://1005.idv.hk/index.php?page=11&p=260
Stagecoach,217,Stagecoach Volvo B10M,3L|4L|5L,https://1005.idv.hk/index.php?page=11&p=217
Stagecoach,218,Stagecoach Volvo Olympian,,https://1005.idv.hk/index.php?page=11&p=218
MTR,279,MTR Leyland Olympian 11m (2),,https://1005.idv.hk/index.php?page=11&p=279
MTR,280,MTR Volvo Olympian 11m (2),,https://1005.idv.hk/index.php?page=11&p=280
MTR,281,MTR Mitsubishi Mk218 (3),,https://1005.idv.hk/index.php?page=11&p=281
MTR,282,MTR Dennis Dart (5),,https://1005.idv.hk/index.php?page=11&p=282
MTR,285,MTR Volvo B10M (4),,https://1005.idv.hk/index.php?page=11&p=285
MTR,278,MTR Alexander Dennis Enviro 500 12m (8),,https://1005.idv.hk/index.php?page=11&p=278
MTR,283,MTR Dennis Trident 11.3m (6),,https://1005.idv.hk/index.php?page=11&p=283
MTR,284,MTR Dennis Trident (2nd hand) (7),,https://1005.idv.hk/index.php?page=11&p=284
MTR,291,MTR Alexander Dennis Enviro 200 Dart (9),,https://1005.idv.hk/index.php?page=11&p=291
MTR,321,MTR Enviro 400 (1),,https://1005.idv.hk/index.php?page=11&p=321
MTR,323,MTR Alexander Dennis Enviro 500 11.3m (8),,https://1005.idv.hk/index.php?page=11&p=323
MTR,334,MTR Alexander Dennis Enviro 500 MMC 11.3m (5),,https://1005.idv.hk/index.php?page=11&p=334
MTR,375,MTR Volvo B9TL (3),,https://1005.idv.hk/index.php?page=11&p=375
MTR,418,MTR Alexander Dennis Enviro 500 MMC 12m,,https://1005.idv.hk/index.php?page=11&p=418
MTR,434,MTR ADL E500EV (Z),Z,https://1005.idv.hk/index.php?page=11&p=434
Sun,373,Sun Bus Dennis Trident 12m,,https://1005.idv.hk/index.php?page=11&p=373
Sun,410,Sun Bus Neoplan Centroliner,,https://1005.idv.hk/index.php?page=11&p=410
Sun,411,Sun Bus MAN NL323 (Borrow from NHKB),,https://1005.idv.hk/index.php?page=11&p=411
Sun,415,Sun Bus Wright Streetdeck,,https://1005.idv.hk/index.php?page=11&p=415
SunBus,433,SunBus Volvo B7RLE,,https://1005.idv.hk/index.php?page=11&p=433
NLB,60,NLB Man A91 (MN),MN,https://1005.idv.hk/index.php?page=11&p=60
NLB,70,NLB MAN 18.310 (MN),MN,https://1005.idv.hk/index.php?page=11&p=70
NLB,202,NLB ISUZU JCR460 (ILS),ILS,https://1005.idv.hk/index.php?page=11&p=202
NLB,203,NLB Benz Bus Fleet (BENZ),,https://1005.idv.hk/index.php?page=11&p=203
NLB,204,NLB Dennis Dart SLF (DN),DN,https://1005.idv.hk/index.php?page=11&p=204
NLB,205,NLB MAN NL-263 (MN),MN,https://1005.idv.hk/index.php?page=11&p=205
NLB,206,NLB Mitsubishi Rosa BE439F (MS),MS,https://1005.idv.hk/index.php?page=11&p=206
NLB,207,"NLB Toyota Coaster (TCM,TY)",TY|TCM,https://1005.idv.hk/index.php?page=11&p=207
NLB,208,NLB Leyland Victory Mk II (LD),LD,https://1005.idv.hk/index.php?page=11&p=208
NLB,232,NLB Dodge RGI5 (DLS),DLS,https://1005.idv.hk/index.php?page=11&p=232
NLB,233,NLB Dodge KC40 (DSS),DSS,https://1005.idv.hk/index.php?page=11&p=233
NLB,234,NLB Commer KCB3023,,https://1005.idv.hk/index.php?page=11&p=234
NLB,261,NLB MAN 24.350,,https://1005.idv.hk/index.php?page=11&p=261
NLB,262,NLB MAN NL-262 (MN),MN,https://1005.idv.hk/index.php?page=11&p=262
NLB,270,"NLB ISUZU MT112K, MT112L (ILS)",ILS,https://1005.idv.hk/index.php?page=11&p=270
NLB,271,NLB ISUZU LT132L (ILS),ILS,https://1005.idv.hk/index.php?page=11&p=271
NLB,272,NLB ISUZU LT133L (ILS),ILS,https://1005.idv.hk/index.php?page=11&p=272
NLB,273,NLB ISUZU LV423R (ILS),ILS,https://1005.idv.hk/index.php?page=11&p=273
NLB,276,NLB Volvo B6LE (VL),VL,https://1005.idv.hk/index.php?page=11&p=276
NLB,286,NLB MAN NL-273 (MN),MN,https://1005.idv.hk/index.php?page=11&p=286
NLB,289,NLB Mitsubishi Rosa BE437F (MS),MS,https://1005.idv.hk/index.php?page=11&p=289
NLB,290,NLB Mitsubishi Rosa BE649J (MS),MS,https://1005.idv.hk/index.php?page=11&p=290
NLB,310,NLB YoungMan JNP6122GR1 (YM),YM,https://1005.idv.hk/index.php?page=11&p=310
NLB,338,NLB Dennis Trident 12m (DN),DN,https://1005.idv.hk/index.php?page=11&p=338
KCM,339,KCM Dennis Trident 12m,,https://1005.idv.hk/index.php?page=11&p=339
KCM,363,KCM MAN A95,,https://1005.idv.hk/index.php?page=11&p=363
NLB,365,NLB MAN LE 19.320 (MN),MN,https://1005.idv.hk/index.php?page=11&p=365
NLB,370,"NLB MAN A95 (MD,MDR)",MD|MDR,https://1005.idv.hk/index.php?page=11&p=370
NLB,387,NLB MAN R33 (MN),MN,https://1005.idv.hk/index.php?page=11&p=387
NLB,397,NLB BYD K9,BE,https://1005.idv.hk/index.php?page=11&p=397
NLB,400,NLB ADL Enviro 400 (AD),AD,https://1005.idv.hk/index.php?page=11&p=400
NLB,426,NLB MAN A95 11.7m (MDRS),MDRS,https://1005.idv.hk/index.php?page=11&p=426
NLB,449,NLB Volvo B8L 12m,,https://1005.idv.hk/index.php?page=11&p=449
XXX,74,XXX,,https://1005.idv.hk/index.php?page=11&p=74
Reserved,79,Reserved,,https://1005.idv.hk/index.php?page=11&p=79
NHKB,105,NHKB MAN NL-263,,https://1005.idv.hk/index.php?page=11&p=105
NHKB,106,NHKB Dennis Dart,,https://1005.idv.hk/index.php?page=11&p=106
NHKB,107,NHKB Scania L94UB,,https://1005.idv.hk/index.php?page=11&p=107
NHKB,108,NHKB Volvo B7RLE,,https://1005.idv.hk/index.php?page=11&p=108
NHKB,265,NHKB Hino Coach,,https://1005.idv.hk/index.php?page=11&p=265
NHKB,315,NHKB MAN 18.320,,https://1005.idv.hk/index.php?page=11&p=315
NHKB,330,NHKB MAN NL323,,https://1005.idv.hk/index.php?page=11&p=330
